Datetime,n_measurements,missing_minutes,missing_ratio,daily_total_active_energy_kwh,daily_mean_voltage,daily_mean_intensity,daily_sub1_wh,daily_sub2_wh,daily_sub3_wh,peak_hour_power_kw,nighttime_energy_kwh,day_of_week,month,season,is_weekend,is_workday,rolling_7d_mean_kwh
2007-02-18,1440,0,0.0,63.82936666666667,239.17080555555557,11.238888888888889,6107.0,8003.0,13129.0,4.465,13.290166666666666,6,2,winter,1,0,36.63184761904762
2007-02-19,1440,0,0.0,36.44356666666667,239.78958333333333,6.442222222222222,1634.0,2900.0,13085.0,4.263566666666667,2.5099333333333336,0,2,winter,0,1,37.36757142857143
2007-02-20,1440,0,0.0,52.498799999999996,239.86544444444445,9.168472222222222,2058.0,5191.0,9713.0,4.4166,15.206833333333332,1,2,winter,0,1,41.499433333333336
2007-02-21,1440,0,0.0,34.5479,240.46096527777777,6.0744444444444445,3527.0,2332.0,11548.0,4.016133333333333,2.4514666666666667,2,2,winter,0,1,40.48562857142857
2007-02-22,1438,2,0.001388888888888889,56.15796666666667,238.62353963838666,9.870792767732963,1409.0,4129.0,12251.0,6.363866666666667,13.7022,3,2,winter,0,1,43.78118095238095
2007-02-23,1440,0,0.0,21.891333333333332,240.68596527777777,3.825416666666667,0.0,503.0,10786.0,2.3393666666666664,2.4909000000000003,4,2,winter,0,1,42.85487619047619
2007-02-24,1440,0,0.0,11.915366666666667,239.86310416666666,2.0858333333333334,0.0,363.0,3562.0,2.0233,2.7705333333333333,5,2,winter,1,0,39.61204285714286
2007-02-25,1440,0,0.0,8.362333333333334,241.6815486111111,1.462222222222222,0.0,329.0,1660.0,1.2028,2.4441333333333333,6,2,winter,1,0,31.688180952380954
2007-02-26,1440,0,0.0,9.474733333333335,241.27359027777777,1.658888888888889,0.0,331.0,2830.0,0.9474,2.592433333333333,0,2,winter,0,1,27.835490476190476
2007-02-27,1440,0,0.0,8.6352,242.94427083333332,1.5245833333333334,0.0,314.0,1924.0,1.2159,1.6474333333333333,1,2,winter,0,1,21.569261904761902
2007-02-28,1440,0,0.0,8.679566666666666,242.15959027777777,1.5284722222222222,0.0,340.0,1973.0,1.2500333333333333,1.7011,2,2,winter,0,1,17.873785714285713
2007-03-01,1440,0,0.0,8.626066666666667,241.3214027777778,1.508888888888889,0.0,316.0,1980.0,1.2437333333333334,2.5702,3,3,spring,0,1,11.083514285714285
2007-03-02,1440,0,0.0,8.5948,240.59159722222225,1.5068055555555557,0.0,340.0,1969.0,0.9330333333333333,2.6542000000000003,4,3,spring,0,1,9.184009523809523
2007-03-03,1440,0,0.0,13.652033333333332,241.28808333333336,2.401111111111111,0.0,347.0,4597.0,1.8135666666666665,2.691666666666667,5,3,spring,1,0,9.432104761904762
2007-03-04,1440,0,0.0,34.845,240.0297986111111,6.158194444444444,1476.0,8711.0,9408.0,5.432133333333334,1.6886333333333332,6,3,spring,1,0,13.215342857142856
2007-03-05,1440,0,0.0,44.33886666666667,240.03090972222222,7.840277777777778,5727.0,12109.0,10026.0,5.644900000000001,1.8384333333333334,0,3,spring,0,1,18.195933333333333
2007-03-06,1440,0,0.0,20.775,240.98806944444445,3.6956944444444444,0.0,1740.0,4700.0,2.6765666666666665,1.6919,1,3,spring,0,1,19.93019047619048
2007-03-07,1440,0,0.0,39.58676666666667,240.3235625,6.935,1076.0,4761.0,15513.0,4.852566666666666,2.0725,2,3,spring,0,1,24.345504761904767
2007-03-08,1440,0,0.0,26.2022,240.66542361111112,4.665138888888889,2180.0,3385.0,6655.0,3.5261,2.795533333333333,3,3,spring,0,1,26.856380952380952
2007-03-09,1440,0,0.0,21.2102,240.88846527777778,3.73125,1093.0,345.0,8631.0,2.1663,1.7473333333333334,4,3,spring,0,1,28.658580952380955
2007-03-10,1440,0,0.0,41.41186666666667,239.80283333333335,7.341944444444445,4130.0,5422.0,10979.0,3.417466666666667,2.5094333333333334,5,3,spring,1,0,32.624271428571426
2007-03-11,1440,0,0.0,58.0106,240.00729166666667,10.121527777777779,4810.0,3420.0,9500.0,4.6315,14.517166666666666,6,3,spring,1,0,35.93364285714286
2007-03-12,1440,0,0.0,32.51113333333333,240.55871527777776,5.728472222222222,1403.0,2841.0,12353.0,3.3114333333333335,1.7685333333333333,0,3,spring,0,1,34.243966666666665
2007-03-13,1440,0,0.0,21.5024,240.89796527777779,3.8056944444444443,1350.0,3859.0,5323.0,3.4551666666666665,1.8023,1,3,spring,0,1,34.347880952380955
2007-03-14,1440,0,0.0,29.889400000000002,240.77729166666666,5.2675,3485.0,480.0,8607.0,3.7064666666666666,2.245233333333333,2,3,spring,0,1,32.96254285714286
2007-03-15,1440,0,0.0,31.413566666666668,240.28049305555552,5.523194444444444,0.0,3263.0,11036.0,3.5762666666666667,2.5609333333333333,3,3,spring,0,1,33.70702380952381
2007-03-16,1440,0,0.0,28.36756666666667,239.52713194444445,4.992361111111111,1106.0,4604.0,5370.0,3.781566666666667,4.581166666666666,4,3,spring,0,1,34.729504761904764
2007-03-17,1440,0,0.0,33.8015,238.22465277777778,5.946111111111111,2208.0,359.0,12275.0,4.129833333333333,1.9330666666666665,5,3,spring,1,0,33.64230952380952
2007-03-18,1440,0,0.0,39.51743333333333,241.04781944444443,7.007916666666667,6564.0,7369.0,5856.0,4.1248,2.0491,6,3,spring,1,0,31.000428571428568
2007-03-19,1440,0,0.0,35.8753,240.49709027777777,6.281944444444444,1648.0,2686.0,14118.0,4.1020666666666665,2.883866666666667,0,3,spring,0,1,31.481023809523812
2007-03-20,1440,0,0.0,34.77046666666667,240.8156388888889,6.151249999999999,3745.0,2837.0,11255.0,5.2927,2.416,1,3,spring,0,1,33.376461904761904
2007-03-21,1440,0,0.0,35.70153333333334,240.98664583333334,6.237222222222223,1865.0,4133.0,12335.0,3.042466666666667,4.1409,2,3,spring,0,1,34.20676666666667
2007-03-22,1440,0,0.0,24.249633333333335,241.76352777777777,4.223055555555556,353.0,736.0,10462.0,2.5913,3.814533333333333,3,3,spring,0,1,33.183347619047616
2007-03-23,1440,0,0.0,21.8168,241.64547916666666,3.80375,1127.0,777.0,8369.0,2.1736666666666666,3.471166666666667,4,3,spring,0,1,32.247523809523805
2007-03-24,1440,0,0.0,49.47383333333333,239.70447222222222,8.703333333333333,3707.0,5797.0,16382.0,5.015866666666667,2.2858,5,3,spring,1,0,34.486428571428576
2007-03-25,1439,1,0.0006944444444444445,55.602066666666666,240.0327588603197,9.722307157748435,4630.0,3600.0,9358.0,4.446766666666666,14.310633333333334,6,3,spring,1,0,36.78423333333334
2007-03-26,1440,0,0.0,23.601366666666667,241.3368125,4.183055555555556,1088.0,344.0,9096.0,2.5576,2.7647333333333335,0,3,spring,0,1,35.030814285714285
2007-03-27,1440,0,0.0,18.419,240.60197916666664,3.296527777777778,0.0,3019.0,3697.0,2.9033333333333333,2.352633333333333,1,3,spring,0,1,32.69489047619048
2007-03-28,1440,0,0.0,38.8983,240.4446111111111,6.854583333333333,1122.0,8527.0,13888.0,4.0896,2.4428,2,3,spring,0,1,33.15157142857142
2007-03-29,1440,0,0.0,26.506766666666667,240.5366875,4.676805555555556,1162.0,460.0,10724.0,3.3719333333333332,2.5068333333333332,3,3,spring,0,1,33.47401904761905
2007-03-30,1440,0,0.0,23.373233333333335,241.03922916666667,4.189583333333333,1094.0,468.0,8217.0,2.5133,1.9053333333333333,4,3,spring,0,1,33.69636666666667
2007-03-31,1440,0,0.0,58.49183333333334,239.26077083333334,10.264722222222222,2620.0,7707.0,17682.0,5.161066666666667,9.6295,5,3,spring,1,0,34.984652380952376
2007-04-01,1440,0,0.0,46.43253333333333,240.02448611111112,8.149444444444445,4629.0,5401.0,19509.0,4.241033333333333,7.826666666666667,6,4,spring,1,0,33.67471904761905
2007-04-02,1440,0,0.0,32.679633333333335,240.46011805555557,5.71263888888889,1755.0,970.0,16641.0,3.3631,4.439133333333333,0,4,spring,0,1,34.97161428571429
2007-04-03,1440,0,0.0,27.380333333333333,240.50495833333335,4.84625,3630.0,1042.0,7637.0,4.565633333333333,1.8251333333333333,1,4,spring,0,1,36.25180476190476
2007-04-04,1440,0,0.0,34.1978,240.33178472222224,5.98625,3434.0,420.0,14748.0,3.795866666666667,1.7925,2,4,spring,0,1,35.58030476190476
2007-04-05,1440,0,0.0,30.73463333333333,241.1731041666667,5.491527777777778,1086.0,4277.0,10523.0,4.752633333333334,1.7684666666666666,3,4,spring,0,1,36.184285714285714
2007-04-06,1440,0,0.0,26.68566666666667,241.18445138888887,4.688611111111111,0.0,5466.0,9166.0,3.1945666666666668,3.0093,4,4,spring,0,1,36.65749047619048
2007-04-07,1440,0,0.0,25.898733333333332,240.37859027777776,4.564583333333333,1127.0,3111.0,5923.0,3.377866666666667,3.2928333333333333,5,4,spring,1,0,32.001333333333335
2007-04-08,1440,0,0.0,26.8136,240.34918055555556,4.719861111111111,0.0,485.0,3545.0,2.790766666666667,14.438233333333333,6,4,spring,1,0,29.19862857142857
2007-04-09,1440,0,0.0,16.682,240.55048611111113,2.974583333333333,2667.0,514.0,3801.0,2.414733333333333,1.7600666666666667,0,4,spring,0,1,26.91325238095238
2007-04-10,1440,0,0.0,12.956066666666667,240.8137013888889,2.347361111111111,209.0,742.0,2572.0,1.8182,2.3018,1,4,spring,0,1,24.852642857142857
2007-04-11,1440,0,0.0,14.791366666666667,241.1548263888889,2.61875,0.0,1112.0,6421.0,1.5774333333333332,4.044,2,4,spring,0,1,22.08029523809524
2007-04-12,1440,0,0.0,8.961766666666668,240.25606249999998,1.5979166666666667,0.0,541.0,1818.0,1.0155333333333334,1.7775333333333334,3,4,spring,0,1,18.969885714285713
2007-04-13,1440,0,0.0,9.1837,240.05048611111113,1.6433333333333333,0.0,558.0,1988.0,1.0621666666666667,1.8009,4,4,spring,0,1,16.469604761904762
2007-04-14,1440,0,0.0,9.2378,240.31314583333332,1.6513888888888888,0.0,578.0,2008.0,1.1552333333333336,1.8059666666666667,5,4,spring,1,0,14.089471428571429
2007-04-15,1440,0,0.0,12.102733333333333,240.23668750000002,2.1865277777777776,0.0,1026.0,2893.0,1.7878333333333332,1.8290666666666666,6,4,spring,1,0,11.987919047619046
2007-04-16,1440,0,0.0,15.873166666666666,240.6571388888889,2.8724999999999996,952.0,1305.0,4656.0,2.9034666666666666,1.2759666666666667,0,4,spring,0,1,11.872371428571427
2007-04-17,1440,0,0.0,20.395566666666664,240.19566666666668,3.6908333333333334,1532.0,389.0,6199.0,2.720666666666667,1.5936,1,4,spring,0,1,12.935157142857141
2007-04-18,1440,0,0.0,16.637433333333334,240.14677777777777,2.9954166666666664,1579.0,355.0,3430.0,1.8114666666666668,2.1224,2,4,spring,0,1,13.19888095238095
2007-04-19,1440,0,0.0,17.144299999999998,240.42984027777777,3.055833333333333,733.0,1605.0,5748.0,1.4950666666666668,3.306033333333333,3,4,spring,0,1,14.367814285714285
2007-04-20,1440,0,0.0,13.709666666666667,240.13289583333332,2.494861111111111,1069.0,360.0,3499.0,2.884266666666667,1.8406333333333333,4,4,spring,0,1,15.01438095238095
2007-04-21,1440,0,0.0,27.894266666666667,239.21323611111112,5.035694444444444,6575.0,463.0,11129.0,3.540233333333333,1.5317,5,4,spring,1,0,17.679590476190477
2007-04-22,1440,0,0.0,37.228566666666666,239.60888194444442,6.688472222222222,4264.0,2287.0,11102.0,3.346766666666667,1.7002333333333333,6,4,spring,1,0,21.26899523809524
2007-04-23,1440,0,0.0,17.5761,237.23564583333334,3.264166666666666,1402.0,506.0,6005.0,2.0155333333333334,2.7401,0,4,spring,0,1,21.51227142857143
2007-04-24,1440,0,0.0,17.201666666666664,235.3449236111111,3.1448611111111116,1125.0,527.0,6680.0,2.0974333333333335,2.1121666666666665,1,4,spring,0,1,21.056
2007-04-25,1440,0,0.0,21.069366666666667,234.94111111111113,3.858055555555556,0.0,1469.0,8812.0,2.8005333333333335,1.8125333333333333,2,4,spring,0,1,21.68913333333333
2007-04-26,1440,0,0.0,21.257766666666665,234.7872986111111,3.92375,1324.0,1845.0,7163.0,2.9603666666666664,1.2338666666666667,3,4,spring,0,1,22.27677142857143
2007-04-27,1440,0,0.0,18.23886666666667,235.21616666666668,3.3125,1772.0,545.0,4756.0,3.103333333333333,1.8127,4,4,spring,0,1,22.9238
2007-05-01,1440,0,0.0,27.730966666666667,234.6787013888889,5.073333333333333,4005.0,995.0,8546.0,3.4521666666666664,1.5403666666666667,1,5,spring,0,1,22.900471428571425
2007-05-02,1440,0,0.0,16.724766666666667,235.58207638888888,3.1415277777777777,7.0,1490.0,3754.0,1.8092333333333335,2.372,2,5,spring,0,1,19.97135714285714
2007-05-03,1440,0,0.0,18.170633333333335,235.1348888888889,3.307638888888889,1906.0,1725.0,7836.0,2.3568333333333333,4.387166666666667,3,5,spring,0,1,20.056290476190476
2007-05-04,1440,0,0.0,16.635466666666666,235.71019444444443,3.0780555555555553,2259.0,538.0,3990.0,3.156066666666667,1.1736666666666666,4,5,spring,0,1,19.975404761904763
2007-05-05,1440,0,0.0,26.050866666666664,235.03502083333333,4.736111111111111,2913.0,2493.0,11303.0,3.2350333333333334,1.6587666666666665,5,5,spring,1,0,20.687047619047622
2007-05-06,1440,0,0.0,35.035066666666665,234.4096527777778,6.409027777777778,3215.0,949.0,10095.0,3.0224333333333333,5.194500000000001,6,5,spring,1,0,22.655233333333335
2007-05-07,1440,0,0.0,27.3944,234.5369722222222,4.980972222222222,946.0,4935.0,9433.0,3.4012333333333333,2.062066666666667,0,5,spring,0,1,23.963166666666666
2007-05-08,1440,0,0.0,29.82153333333333,234.9062361111111,5.356388888888889,4581.0,2011.0,8777.0,4.719133333333334,3.3589333333333333,1,5,spring,0,1,24.26181904761905
2007-05-09,1440,0,0.0,27.76226666666667,234.8737222222222,5.056111111111111,3018.0,5631.0,9474.0,2.893266666666667,1.1904666666666666,2,5,spring,0,1,25.838604761904758
2007-05-10,1440,0,0.0,11.798066666666667,235.79625694444442,2.2068055555555555,946.0,534.0,3261.0,1.9637,1.8313333333333333,3,5,spring,0,1,24.928238095238093
2007-05-11,1440,0,0.0,16.319233333333333,235.22975694444443,3.027638888888889,926.0,491.0,6471.0,2.1751333333333336,1.7958333333333334,4,5,spring,0,1,24.883061904761906
2007-05-12,1440,0,0.0,24.0261,234.72290277777776,4.360555555555555,2247.0,1075.0,10408.0,2.9112999999999998,1.4927,5,5,spring,1,0,24.593809523809522
2007-05-13,1440,0,0.0,27.245633333333334,235.7087083333333,4.969166666666667,3612.0,2414.0,8958.0,2.679533333333333,2.4140666666666664,6,5,spring,1,0,23.481033333333333
2007-05-14,1440,0,0.0,24.463033333333332,235.69006944444445,4.574166666666667,3176.0,2417.0,5517.0,3.5612333333333335,2.1929333333333334,0,5,spring,0,1,23.062266666666666
2007-05-15,1440,0,0.0,15.073200000000002,235.61199305555556,2.7333333333333334,0.0,408.0,5318.0,1.3655666666666666,2.0493333333333337,1,5,spring,0,1,20.955361904761904
2007-05-16,1440,0,0.0,28.215733333333333,235.26081250000001,5.071805555555556,2213.0,5756.0,9077.0,2.8142,1.9682,2,5,spring,0,1,21.02014285714286
2007-05-17,1440,0,0.0,20.530266666666666,235.86845833333334,3.720972222222222,1014.0,2073.0,7687.0,2.2560333333333333,1.7849666666666666,3,5,spring,0,1,22.267599999999998
2007-05-18,1440,0,0.0,27.192166666666665,235.9945972222222,4.876666666666666,3270.0,3913.0,8116.0,3.9856666666666665,2.1314333333333333,4,5,spring,0,1,23.82087619047619
2007-05-19,1440,0,0.0,23.824033333333333,234.94472222222223,4.319305555555555,4683.0,530.0,7022.0,2.628233333333333,1.8103,5,5,spring,1,0,23.792009523809522
2007-05-20,1440,0,0.0,32.80546666666667,235.34811805555555,5.941527777777777,5420.0,1733.0,7611.0,4.097266666666666,2.1490333333333336,6,5,spring,1,0,24.58627142857143
2007-05-21,1440,0,0.0,18.6677,234.6919097222222,3.338611111111111,0.0,468.0,9060.0,1.787,2.574,0,5,spring,0,1,23.758366666666667
2007-05-22,1440,0,0.0,18.88086666666667,235.48057638888892,3.3998611111111114,931.0,3966.0,3984.0,2.8975999999999997,2.318033333333333,1,5,spring,0,1,24.302319047619047
2007-05-23,1440,0,0.0,24.415599999999998,234.81249305555554,4.3975,956.0,3792.0,8119.0,2.454,1.8251333333333333,2,5,spring,0,1,23.759442857142858
2007-05-24,1440,0,0.0,19.2398,235.5460625,3.462083333333333,955.0,4116.0,4746.0,2.5698,1.7505333333333333,3,5,spring,0,1,23.575090476190475
